"id","name","region"
"69133","Белев (Белевский р-н)","Калуга"
"69135","Суворов (Суворовский р-н)","Калуга"
"69137","Козельск (Козельский р-н)","Калуга"
"69139","Сухиничи (Сухиничский р-н)","Калуга"
"102636","Жуков (Жуковский р-н)","Калуга"
"112362","Бабынино (Бабынинский р-н)","Калуга"
"112386","Юхнов (Юхновский р-н)","Калуга"
"112388","Медынь (Медынский р-н)","Калуга"
"113411","Коряково (Боровский р-н)","Калуга"
"114470","Полотняный Завод (Дзержинский р-н)","Калуга"
"117296","Белоусово (Жуковский р-н)","Калуга"
"117298","Ермолино (Боровский р-н)","Калуга"
"117805","Барятино (Барятинский р-н)","Калуга"
"117807","Износки (Износковский р-н)","Калуга"
"117813","Мещовск (Мещовский р-н)","Калуга"
"117988","Мосальск (Мосальский р-н)","Калуга"
"117990","Перемышль (Перемышльский р-н)","Калуга"
"117992","Ульяново (Ульяновский р-н)","Калуга"
"117994","Ферзиково (Ферзиковский р-н)","Калуга"
"118002","Куровской (Дзержинский р-н)","Калуга"
"118004","Детчино (Малоярославецкий р-н)","Калуга"
"122007","Росва (Калуга)","Калуга"
"139239","Ворсино (Боровский р-н)","Калуга"
"146028","Добрино (Боровский р-н)","Калуга"
"174777","Коллонтай (Малоярославецкий р-н)","Калуга"
"174778","Афанасьво (Малоярославецкий р-н)","Калуга"
"181292","Денисово (Боровский р-н)","Калуга"
"192925","Городня (Боровский р-н)","Калуга"
"193822","Козлово (Калуга)","Калуга"
"211692","Сосенский (Козельский р-н)","Калуга"
"212108","Брынь (Сухиничский р-н)","Калуга"
"212154","Высокиничи (Жуковский р-н)","Калуга"
"212532","Центральный (Суворовский р-н)","Калуга"
"241551","Льва Толстого (Дзержинский р-н)","Калуга"
"241706","Хвощи (Износковский р-н)","Калуга"
"-118477","Каменск-Уральский","Каменск-Уральский"
"-476","Кемерово","Кемерово"
"63493","Дмитриевка","Кемерово"
"63535","Лесная Поляна","Кемерово"
"63537","Улус-Мозжуха","Кемерово"
"63539","Пристань 2-я","Кемерово"
"63541","Ваганово","Кемерово"
"63543","Драченино","Кемерово"
"63773","Красное","Кемерово"
"64377","Верх-Чебула","Кемерово"
"64455","Пионер","Кемерово"
"64457","Ягуновский","Кемерово"
"64459","Плотниково","Кемерово"
"64471","Зеленогорский","Кемерово"
"66515","Анжеро-Судженск","Кемерово"
"66519","Березовский","Кемерово"
"66521","Борисово","Кемерово"
"66525","Елыкаево","Кемерово"
"66527","Журавлево","Кемерово"
"66529","Журавли","Кемерово"
"66531","Ижморский","Кемерово"
"66533","Кедровка","Кемерово"
"66535","Крапивинский","Кемерово"
"66537","Ленинск-Кузнецкий","Кемерово"
"66539","Мариинск","Кемерово"
"66541","Металлплощадка","Кемерово"
"66543","Мозжуха","Кемерово"
"66547","Промышленная","Кемерово"
"66549","Проскоково","Кемерово"
"66553","Свердловский","Кемерово"
"66555","Тайга","Кемерово"
"66557","Топки","Кемерово"
"66559","Тяжинский","Кемерово"
"66561","Яшкино","Кемерово"
"66563","Яя","Кемерово"
"112370","Тисуль","Кемерово"
"208762","Верхотомское (Кемеровский р-н)","Кемерово"
"241546","Пугачи (Кемеровский р-н)","Кемерово"
"241554","Судженка (Яйский р-н)","Кемерово"
"-441","Киров","Киров"
"63547","Бахта (Киров)","Киров"
"63569","Мирный (Кировская обл.) (Оричевский р-н)","Киров"
"63573","Коминтерн (Киров)","Киров"
"63775","Ганино (Киров)","Киров"
"63787","Русский Турек (Уржумский р-н)","Киров"
"63815","Ардаши (Зуевский р-н)","Киров"
"63817","Рехино (Зуевский р-н)","Киров"
"64875","Дороничи (Киров)","Киров"
"64877","Костино (Киров)","Киров"
"64879","Лянгасово (Киров)","Киров"
"64881","Радужный (Киров)","Киров"
"64883","Восточный (Омутнинский р-н)","Киров"
"64885","Вахруши (Слободской р-н)","Киров"
"64887","Мурыгино (Юрьянский р-н)","Киров"
"65061","Никульчино (Слободской р-н)","Киров"
"65507","Нововятск (Киров)","Киров"
"66567","Афанасьево (Афанасьевский р-н)","Киров"
"66569","Белая Холуница (Белохолуницкий р-н)","Киров"
"66571","Богородское (Богородский р-н)","Киров"
"66573","Верхошижемье (Верхошижемский р-н)","Киров"
"66575","Даровской (Даровской р-н)","Киров"
"66577","Зуевка (Зуевский р-н)","Киров"
"66581","Кирово-Чепецк","Киров"
"66583","Кирс (Верхнекамский р-н)","Киров"
"66585","Котельнич","Киров"
"66587","Кумены (Куменский р-н)","Киров"
"66589","Лебяжье (Лебяжский р-н)","Киров"
"66591","Ленинское (Шабалинский р-н)","Киров"
"66593","Мураши (Мурашинский р-н)","Киров"
"66595","Нагорск (Нагорский р-н)","Киров"
"66597","Нема (Немский р-н)","Киров"
"66599","Нолинск (Нолинский р-н)","Киров"
"66601","Омутнинск (Омутнинский р-н)","Киров"
"66603","Опарино (Опаринский р-н)","Киров"
"66605","Оричи (Оричевский р-н)","Киров"
"66607","Орлов (Орловский р-н)","Киров"
"66613","Свеча (Свечинский р-н)","Киров"
"66615","Слободской","Киров"
"66617","Советск (Советский р-н)","Киров"
"66619","Суна (Сунский р-н)","Киров"
"66623","Уни (Унинский р-н)","Киров"
"66625","Уржум (Уржумский р-н)","Киров"
"66627","Фаленки (Фаленский р-н)","Киров"
"66631","Юрья (Юрьянский р-н)","Киров"
"68391","Летка (Прилузский р-н)","Киров"
"68411","Прокопьевка (Прилузский р-н)","Киров"
"68979","Косино (Зуевский р-н)","Киров"
"117186","Поназырево (Поназыревский р-н)","Киров"
"122997","Песковка (Омутнинский р-н)","Киров"
"122999","Стрижи (Оричевский р-н)","Киров"
"172113","Пасегово (Кирово-Чепецкий р-н)","Киров"
"172115","Порошино (Киров)","Киров"
"174776","Бурмакино (Кирово-Чепецкий р-н)","Киров"
"181210","Мараки (Киров)","Киров"
"241676","Левинцы (Оричевский р-н)","Киров"
"-88520","Кострома","Кострома"
"66629","Шарья (Шарьинский р-н)","Кострома"
"68829","Буй","Кострома"
"68849","Нерехта (Нерехтский р-н)","Кострома"
"89536","Галич","Кострома"
"89581","Судиславль (Судиславский р-н)","Кострома"
"89583","Кадый (Кадыйский р-н)","Кострома"
"89586","Макарьев (Макарьевский р-н)","Кострома"
"89588","Мантурово (Мантуровский р-н)","Кострома"
"89590","Чухлома (Чухломский р-н)","Кострома"
"89592","Солигалич (Солигаличский р-н)","Кострома"
"89594","Сусанино (Сусанинский р-н)","Кострома"
"89612","Антропово (Антроповский р-н)","Кострома"
"89624","Левашово (Некрасовский р-н)","Кострома"
"92998","Караваево (Костромской р-н)","Кострома"
"101404","Волгореченск","Кострома"
"112372","Нея (Нейский р-н)","Кострома"
"117182","Красное-на-Волге (Красносельский р-н)","Кострома"
"117184","Парфеньево (Парфеньевский р-н)","Кострома"
"117192","Чистые Боры (Буйский р-н)","Кострома"
"117194","Никольское (Костромской р-н)","Кострома"
"146072","Ветлужский","Кострома"
"193806","Неверовка (Кадыйский р-н)","Кострома"
"241555","Минское (Костромской р-н)","Кострома"
"241588","Обломихино (Костромской р-н)","Кострома"
"-447","Краснодар","Краснодар"
"63309","Майкоп","Краснодар"
"63321","Белореченск","Краснодар"
"63323","Славянск на Кубани","Краснодар"
"63325","Тимашевск","Краснодар"
"63461","Старонижестеблиевская (Красноармейский р-н)","Краснодар"
"63647","Старомышастовская (Динской р-н)","Краснодар"
"63649","Старовеличковская (Калининский р-н)","Краснодар"
"63669","Анастасиевская (Славянский р-н)","Краснодар"
"64239","Атаманская","Краснодар"
"64281","Новая Адыгея","Краснодар"
"64291","Бжедугхабль","Краснодар"
"64367","Васюринская","Краснодар"
"65115","Черноморский","Краснодар"
"65293","Елизаветинская","Краснодар"
"65295","Воронежская","Краснодар"
"65297","Ивановская","Краснодар"
"65299","Красногвардейское","Краснодар"
"65301","Тверская","Краснодар"
"65303","Ладожская","Краснодар"
"65305","Роговская (Приморско-Ахтарский р-н)","Краснодар"
"65309","Полтавская (Красноармейский р-н)","Краснодар"
"65315","Тахтамукай","Краснодар"
"65541","Марьянская","Краснодар"
"65681","Платнировская","Краснодар"
"65683","Новорождественская","Краснодар"
"65749","Трудобеликовский","Краснодар"
"66633","Адыгейск","Краснодар"
"66637","Афипский","Краснодар"
"66639","Ахтырский","Краснодар"
"66641","Белозерный","Краснодар"
"66645","Брюховецкая (Брюховецкий р-н)","Краснодар"
"66647","Выселки (Выселковский р-н)","Краснодар"
"66651","Горячий Ключ","Краснодар"
"66655","Двубратский","Краснодар"
"66657","Динская","Краснодар"
"66659","Журавская","Краснодар"
"66661","Ильский","Краснодар"
"66665","Казазово","Краснодар"
"66667","Калининская","Краснодар"
"66669","Каменномостский (Майкопский р-н)","Краснодар"
"66673","Колосистый","Краснодар"
"66675","Кореновск","Краснодар"
"66687","Медведовская","Краснодар"
"66689","Новоминская (Каневской р-н)","Краснодар"
"66693","Новомышастовская (Красноармейский р-н)","Краснодар"
"66697","Новотитаровская","Краснодар"
"66701","Павловская","Краснодар"
"66703","Понежукай","Краснодар"
"66705","Приморско-Ахтарск (Краснодарский край)","Краснодар"
"66707","Саратовская","Краснодар"
"66709","Северская (Северский р-н)","Краснодар"
"66711","Старокорсунская","Краснодар"
"66715","Теучежск","Краснодар"
"66717","Тульский (Майкопский р-н)","Краснодар"
"66719","Усть-Лабинск","Краснодар"
"66723","Холмская (Абинский р-н)","Краснодар"
"66725","Энем","Краснодар"
"66727","Яблоновский (Тахтамукайский р-н)","Краснодар"
"68947","Нововеличковская (Динской р-н)","Краснодар"
"68955","Ханская (Майкопский р-н)","Краснодар"
"69099","Пластуновская (Динской р-н)","Краснодар"
"112304","Агроном (Динской р-н)","Краснодар"
"112306","Индустриальный","Краснодар"
"112309","Ленина (Краснодар)","Краснодар"
"112311","Октябрьский (Краснодар)","Краснодар"
"112313","Тлюстенхабль (Теучежский р-н)","Краснодар"
"145147","Пригородный (Краснодар)","Краснодар"
"174724","Каневская","Краснодар"
"174745","Лорис (Краснодар)","Краснодар"
"179938","Протичка (Красноармейский р-н)","Краснодар"
"193547","Дядьковская (Кореновский р-н)","Краснодар"
"193809","Смоленская (Северский р-н)","Краснодар"
"193850","Пашковский (Краснодар)","Краснодар"
"212135","Великовечное (Белореченский р-н)","Краснодар"
"212533","Бейсуг (Выселковский р-н)","Краснодар"
"241525","Старолеушковская (Павловский р-н)","Краснодар"
"241533","Новодмитриевская (Северский р-н)","Краснодар"
"241535","Новоджерелиевская (Брюховецкий р-н)","Краснодар"
"241538","Рязанская (Белореченский р-н)","Краснодар"
"241544","Березанская (Выселковский р-н)","Краснодар"
"241563","Первореченское (Динской р-н)","Краснодар"
"241568","Осечки (Динской р-н)","Краснодар"
"241569","Петровская (Славянский р-н)","Краснодар"
"241575","Советский (Тимашевский р-н)","Краснодар"
"241577","Копанская (Ейский р-н)","Краснодар"
"241578","Новодеревянковская","Краснодар"
"241579","Знаменская (Краснодар)","Краснодар"
"241580","Победитель (Краснодар)","Краснодар"
"241581","Лазурный (Краснодар)","Краснодар"
"241582","Ольгинская (Приморско-Ахтарский р-н)","Краснодар"
"241583","Пшехская (Белореченский р-н)","Краснодар"
"241589","Дружный (Белореченский р-н)","Краснодар"
"241592","Стародеревянковская (Каневской р-н)","Краснодар"
"241593","Зеленопольский (Краснодар)","Краснодар"
"241594","Березовый (Краснодар)","Краснодар"
"241595","Новознаменский (Краснодар)","Краснодар"
"241602","Хамышки (Майкопский р-н)","Краснодар"
"241668","Переясловская (Брюховецкий р-н)","Краснодар"
"241697","Чепигинская (Брюховецкий р-н)","Краснодар"
"241724","Южный (Динской р-н)","Краснодар"
"241804","Южный (Белореченский р-н)","Краснодар"
"241813","Ясенская (Ейский р-н)","Краснодар"
"241829","Ирклиевская (Выселковский р-н)","Краснодар"
"241835","Афипсип (Тахтамукайский р-н)","Краснодар"
"241854","Суворовское (Усть-Лабинский р-н)","Краснодар"
"241860","Первомайское (Выселковский р-н)","Краснодар"
"241887","Абадзехская (Майкопский р-н)","Краснодар"
"241898","Приазовская (Приморско-Ахтарский р-н)","Краснодар"
"-503","Красноярск","Красноярск"
"64285","Зеленогорск","Красноярск"
"64287","Березовка (Абанский р-н)","Красноярск"
"64447","Солнечный (Красноярск)","Красноярск"
"64449","Сухобузимское","Красноярск"
"64451","Рыбное (Мотыгинский р-н)","Красноярск"
"64453","Козулька","Красноярск"
"64495","Бородино","Красноярск"
"64829","Солонцы (Емельяновский р-н)","Красноярск"
"65587","Саянский","Красноярск"
"65719","Песчанка","Красноярск"
"66729","Абакан","Красноярск"
"66731","Абан","Красноярск"
"66733","Агинское пос.","Красноярск"
"66735","Атаманово","Красноярск"
"66737","Ачинск","Красноярск"
"66739","Балахта пос.","Красноярск"
"66741","Бирюлюсы пос.","Красноярск"
"66743","Боготол","Красноярск"
"66745","Большая Мурта","Красноярск"
"66747","Большой-Улуй пос.","Красноярск"
"66749","Дзержинское пос.","Красноярск"
"66751","Дивногорск","Красноярск"
"66753","Емельяново пос.","Красноярск"
"66755","Енисейск","Красноярск"
"66757","Железногорск (Красноярский край)","Красноярск"
"66759","Заозерный","Красноярск"
"66761","Иланский (Иланский р-н)","Красноярск"
"66763","Ирбейское пос.","Красноярск"
"66765","Казачинское пос.","Красноярск"
"66767","Канск","Красноярск"
"66769","Лесосибирск","Красноярск"
"66771","Назарово","Красноярск"
"66773","Нижний-Ингаш","Красноярск"
"66775","Новобирилюссы","Красноярск"
"66777","Новоселово пос.","Красноярск"
"66779","Партизанское пос.","Красноярск"
"66781","Пировское пос.","Красноярск"
"66783","Сосновоборск","Красноярск"
"66785","Тюхтет","Красноярск"
"66787","Ужур","Красноярск"
"66789","Уяр","Красноярск"
"66791","Шалинское (Манский р-н)","Красноярск"
"66793","Шарыпово","Красноярск"
"104646","Черногорск","Красноярск"
"104648","Минусинск","Красноярск"
"112374","Нижний Ингаш","Красноярск"
"131011","Усть-Абакан","Красноярск"
"178395","Нарва (Манский р-н)","Красноярск"
"193321","Дубинино","Красноярск"
"193543","Холмогорское (Шарыповский р-н)","Красноярск"
"241519","Элита (Емельяновский р-н)","Красноярск"
"-143794","Кузнецк","Кузнецк"
"64913","Павловка (Павловский р-н)","Кузнецк"
"64987","Чаадаевка (Городищенский р-н)","Кузнецк"
"64991","Русский Камешкир (Камешкирский р-н)","Кузнецк"
"64999","Неверкино (Неверкинский р-н)","Кузнецк"
"65001","Сосновоборск (Пензенская обл.) (Сосновоборский р-н)","Кузнецк"
"65007","Николаевка (Николаевский р-н)","Кузнецк"
"68219","Балтай (Балтайский р-н)","Кузнецк"
"68609","Базарный Сызган (Базарносызганский р-н)","Кузнецк"
"68611","Барыш (Барышский р-н)","Кузнецк"
"128170","Лопатино (Лопатинский р-н)","Кузнецк"
"128172","Средняя Елюзань (Городищенский р-н)","Кузнецк"
"128174","Евлашево (Кузнецкий р-н)","Кузнецк"
"176839","Татарский Канадей (Кузнецкий р-н)","Кузнецк"
"211211","Кузнецк-8","Кузнецк"
"211212","Кузнецк-12","Кузнецк"
"241523","Нижняя Елюзань (Городищенский р-н)","Кузнецк"
"-491","Курган","Курган"
"63237","Шадринск","Курган"
"63795","Новая Сидоровка","Курган"
"64603","Юлдус","Курган"
"64605","Звериноголовское","Курган"
"65597","Уксянское","Курган"
"65641","Лесниково","Курган"
"66795","Альменево с.","Курган"
"66797","Белозерское с.","Курган"
"66799","Варгаши р.п.","Курган"
"66801","Глядянское с.","Курган"
"66803","Далматово г.","Курган"
"66805","Зверинка с.","Курган"
"66807","Каргаполье р.п.","Курган"
"66809","Кетово с.","Курган"
"66811","Куртамыш","Курган"
"66813","Лебяжье","Курган"
"66815","Макушино","Курган"
"66817","Мехонское с.","Курган"
"66819","Мишкино р.п.","Курган"
"66821","Мокроусово","Курган"
"66823","Петухово","Курган"
"66825","Половинное с.","Курган"
"66827","Целинное с.","Курган"
"66829","Частоозерье р.п.","Курган"
"66831","Юргамыш","Курган"
"241598","Иковка (Кетовский р-н)","Курган"
"-459","Курск","Курск"
"63673","Суджа (Суджанский р-н)","Курск"
"63675","Дмитриев-Льговский (Дмитриевский р-н)","Курск"
"63677","Конышевка (Конышевский р-н)","Курск"
"63679","Коренево (Кореневский р-н)","Курск"
"63681","Большое Солдатское (Большесолдатский р-н)","Курск"
"63683","Золотухино (Золотухинский р-н)","Курск"
"63685","Медвенка (Медвенский р-н)","Курск"
"63687","Пристень (Пристенский р-н)","Курск"
"63691","Щигры","Курск"
"63693","Обоянь (Обоянский р-н)","Курск"
"63695","Рыльск (Рыльский р-н)","Курск"
"63697","Глушково (Глушковский р-н)","Курск"
"63701","Прямицыно (Октябрьский р-н)","Курск"
"63705","Фатеж (Фатежский р-н)","Курск"
"63707","Теткино (Глушковский р-н)","Курск"
"63709","Сапогово (Курский р-н)","Курск"
"63711","Свобода (Золотухинский р-н)","Курск"
"63713","Белая (Беловский р-н)","Курск"
"63719","Поныри (Поныровский р-н)","Курск"
"63721","Солнцево (Солнцевский р-н)","Курск"
"63723","Хомутовка (Хомутовский р-н)","Курск"
"63725","Черемисиново (Черемисиновский р-н)","Курск"
"63747","Железногорск (Курская обл.)","Курск"
"63879","Апанасовка (Кореневский р-н)","Курск"
"63913","Курчатов","Курск"
"63915","Льгов","Курск"
"122468","им. Карла Либкнехта (Курчатовский р-н)","Курск"
"122470","Маршала Жукова (Курский р-н)","Курск"
"178358","Майская Заря (Курский р-н)","Курск"
"179710","Селекционный (Льговский р-н)","Курск"
"181180","Троицкое (Железногорский р-н)","Курск"
"181250","Магнитный (Железногорский р-н)","Курск"
"193291","Марьино (Рыльский р-н)","Курск"
"193292","Большое Жирово (Фатежский р-н)","Курск"
"193293","Ворошнево (Курский р-н)","Курск"
"241921","Карла Либкнехта (Курчатовский р-н)","Курск"
"-469","Липецк","Липецк"
"63445","Петровское (Петровский р-н)","Липецк"
"63899","Данков (Данковский р-н)","Липецк"
"63903","Лебедянь (Лебедянский р-н)","Липецк"
"63917","Волово (Воловский р-н)","Липецк"
"63919","Доброе (Добровский р-н)","Липецк"
"63921","Долгоруково (Долгоруковский р-н)","Липецк"
"63923","Измалково (Измалковский р-н)","Липецк"
"63925","Красное (Краснинский р-н)","Липецк"
"63927","Лев Толстой (Лев-Толстовский р-н)","Липецк"
"63929","Становая (Становлянский р-н)","Липецк"
"63931","Чаплыгин (Чаплыгинский р-н)","Липецк"
"65569","Добринка (Добринский р-н)","Липецк"
"65575","Хлевное (Хлевенский р-н)","Липецк"
"65577","Задонск (Задонский р-н)","Липецк"
"65581","Тербуны (Тербунский р-н)","Липецк"
"66167","Грязи (Грязинский р-н)","Липецк"
"66209","Усмань (Усманский р-н)","Липецк"
"89763","Казинка (Грязинский р-н)","Липецк"
"117670","Александро-Невский (Александро-Невский р-н)","Липецк"
"122854","Боринское (Липецкий р-н)","Липецк"
"122856","Кривополянье (Чаплыгинский р-н)","Липецк"
"146021","Новоникольское (Мичуринский р-н)","Липецк"
"174715","Елец","Липецк"
"176920","Новая Деревня (Липецкий р-н)","Липецк"
"177054","Дмитряшевка (Хлевенский р-н)","Липецк"
"177092","Братовщина (Долгоруковский р-н)","Липецк"
"178352","Гнилуша (Задонский р-н)","Липецк"
"179882","Сырское (Липецкий р-н)","Липецк"
"180234","Подгорное (Липецкий р-н)","Липецк"
"180235","Хрущевка (Липецкий р-н)","Липецк"
"181290","Кузьминские Отвержки (Липецкий р-н)","Липецк"
"193858","Ленино (Липецкий р-н)","Липецк"
"209697","Мокрое (Лебедянский р-н)","Липецк"
"211365","Сахарного Завода, пос. (Лебедянский р-н)","Липецк"
"211949","Новоникольское (Данковский р-н)","Липецк"
"241596","Сенцово (Липецкий р-н)","Липецк"
"241629","Ярлуково (Грязинский р-н)","Липецк"
"241916","Дубовое (Чаплыгинский р-н)","Липецк"
"-89229","Магнитогорск","Магнитогорск"
"64265","Баймак","Магнитогорск"
"64621","Степное","Магнитогорск"
"64745","Аскарово","Магнитогорск"
"64763","Кизильское","Магнитогорск"
"67777","Бреды","Магнитогорск"
"67787","Карталы","Магнитогорск"
"67803","Сибай","Магнитогорск"
"68659","Белорецк","Магнитогорск"
"68751","Варна","Магнитогорск"
"68753","Верхнеуральск","Магнитогорск"
"68803","Фершампенуаз","Магнитогорск"
"68805","Чесма","Магнитогорск"
"94925","Абзаково","Магнитогорск"
"94927","Агаповка (Агаповский р-н)","Магнитогорск"
"94958","Аэропорт Магнитогорск","Магнитогорск"
"94962","Буранный","Магнитогорск"
"94980","Зеленая Поляна","Магнитогорск"
"94996","Карагайский","Магнитогорск"
"95004","Красная Башкирия","Магнитогорск"
"95013","Межозёрный","Магнитогорск"
"95017","Нагайбакский","Магнитогорск"
"95054","Сурменевский","Магнитогорск"
"193117","Смеловский (Верхнеуральский р-н)","Магнитогорск"
"193550","Красноармейский (Варненский р-н)","Магнитогорск"
"-119191","Миасс","Миасс"
"63297","Златоуст","Миасс"
"63301","Чебаркуль","Миасс"
"64639","Магнитка","Миасс"
"64641","Бердяуш","Миасс"
"64643","Межевой","Миасс"
"64729","Месягутово","Миасс"
"64737","Верхние Киги","Миасс"
"64739","Новобелокатай","Миасс"
"68673","Катав-Ивановск","Миасс"
"68687","Трехгорный","Миасс"
"68695","Юрюзань","Миасс"
"68749","Бакал","Миасс"
"68763","Карабаш","Миасс"
"68773","Куса","Миасс"
"68775","Кыштым","Миасс"
"68781","Озерск","Миасс"
"68783","Пласт","Миасс"
"68789","Сатка","Миасс"
"68797","Уйское","Миасс"
"68799","Учалы","Миасс"
"112422","Большеустьикинское","Миасс"
"178168","Барановка (Чебаркульский р-н)","Миасс"
"-446","Москва","Москва"
"102638","Кременки (Жуковский р-н)","Москва"
"63123","Гагарин (Гагаринский р-н)","Москва"
"63161","Родники (Московская обл., Раменский район) (Раменский р-н)","Москва"
"63333","Дмитров Промышленная, Профессиональная ул. (от 1,5 тонн,7 кубов и 3 метров)","Москва"
"63467","Летний Отдых (Одинцовский р-н)","Москва"
"63469","Архангельское (Красногорский р-н)","Москва"
"63471","Семеновское (Дмитровский р-н)","Москва"
"63495","Бороденки (Рузский р-н)","Москва"
"63533","Румянцево (Ленинский р-н)","Москва"
"63553","Сельхозтехника (Подольский р-н)","Москва"
"63557","Давыдово (Орехово-Зуевский р-н)","Москва"
"63585","Давыдовское (Истринский р-н)","Москва"
"63587","Ямкино (Ногинский р-н)","Москва"
"63589","Ожерелки (Орехово-Зуевский р-н)","Москва"
"63591","Ильинское (Домодедовский р-н)","Москва"
"63593","Поваровка (Солнечногорский р-н)","Москва"
"63595","Проводы (Домодедовский р-н)","Москва"
"63597","Мотяково (Люберецкий р-н)","Москва"
"63599","Никонорово (Одинцовский р-н)","Москва"
"63601","Калиново (Серпуховский р-н)","Москва"
"63603","Ново-Переделкино","Москва"
"63605","Барыбино (Домодедовский р-н)","Москва"
"63607","Ям (Домодедовский р-н)","Москва"
"63609","Загорново (Ногинский р-н)","Москва"
"63611","Первомайский (Истринский р-н)","Москва"
"63613","Пуршево (Балашихинский р-н)","Москва"
"63615","Большое Толбино (Подольский р-н)","Москва"
"63617","Воскресенское, пос. подсобного хозяйства (Ленинский р-н)","Москва"
"63621","Константиново (Раменский р-н)","Москва"
"63623","Шереметьевский (Долгопрудный)","Москва"
"63625","Оболдино (Щёлковский р-н)","Москва"
"63627","Красное (Подольский р-н)","Москва"
"63633","Зименки (Ленинский р-н)","Москва"
"63651","Быково (от 1,5 тонн,7 кубов и 3 метров) (Раменский р-н)","Москва"
"63655","Подольск (от 1,5 тонн,7 кубов и 3 метров)","Москва"
"63657","Щелково, Соколовская промзона (от 1,5 тонн,7 кубов и 3 метров)","Москва"
"63781","Глухово (Красногорский р-н)","Москва"
"63791","Колюбакино (Рузский р-н)","Москва"
"63793","Тарасовка (Пушкинский р-н)","Москва"
"63797","Новопетровское (Истринский р-н)","Москва"
"63799","Огуднево (Щёлковский р-н)","Москва"
"63801","Михайловская Слобода (Раменский р-н)","Москва"
"63813","Радужный (Коломна)","Москва"
"63819","Ботаково (Наро-Фоминский р-н)","Москва"
"63821","Братовщина (Пушкинский р-н)","Москва"
"63823","Чигасово (Одинцовский р-н)","Москва"
"63825","Лукино (Домодедовский р-н)","Москва"
"63827","Ситне-Щелканово (Ступинский р-н)","Москва"
"63829","Челюскинский (Пушкинский р-н)","Москва"
"63833","Баковка (Одинцовский р-н)","Москва"
"63835","Кутузово (Домодедовский р-н)","Москва"
"63839","Новоселки (Подольский р-н) (Подольский р-н)","Москва"
"63873","Новоселки (Чеховский р-н) (Чеховский р-н)","Москва"
"63881","Дубровки (Солнечногорский р-н)","Москва"
"63883","Томилино ТЛК (Люберецкий р-н)","Москва"
"63885","Октябрьский (МО, Ступинский р-н) (Ступинский р-н)","Москва"
"64009","Кудиново (Ногинский р-н)","Москва"
"64011","Первомайский (Щёлковский р-н)","Москва"
"64013","Болшево (Королев)","Москва"
"64015","Мосрентген (Ленинский р-н)","Москва"
"64017","Новоподрезково (Химки)","Москва"
"64021","Высоковск (Клинский р-н)","Москва"
"64023","Ожерелье (Каширский р-н)","Москва"
"64025","Восточный","Москва"
"64027","Удельная (Раменский р-н)","Москва"
"64029","Белоозёрский (Воскресенский р-н)","Москва"
"64031","Голицыно (Одинцовский р-н)","Москва"
"64033","Востряково (Домодедовский р-н)","Москва"
"64035","Никольско-Архангельский (Балашиха)","Москва"
"64037","Куровское (Орехово-Зуевский р-н)","Москва"
"64039","Калининец (Наро-Фоминский р-н)","Москва"
"64043","Протвино","Москва"
"64045","Бутово","Москва"
"64047","Митино","Москва"
"64049","Рублёво","Москва"
"64051","Кожухово","Москва"
"64067","Агрогород (Домодедовский р-н)","Москва"
"64071","Алабино (Наро-Фоминский р-н)","Москва"
"64223","Новогорск (Химки)","Москва"
"64251","Октябрьский (МО, Люберецкий р-н) (Люберецкий р-н)","Москва"
"64263","Путилково (Красногорский р-н)","Москва"
"64275","Аксаково (Мытищинский р-н)","Москва"
"64283","Искра (Александровский р-н)","Москва"
"64321","Большое Буньково (Ногинский р-н)","Москва"
"64345","Домодедово аэропорт","Москва"
"64373","Вельяминово (Истринский р-н)","Москва"
"64391","Вешки (Мытищинский р-н)","Москва"
"64479","Волосово (Чеховский р-н)","Москва"
"64493","Бородино (Московская обл.) (Мытищинский р-н)","Москва"
"64501","Кирилловка (Люберецкий р-н)","Москва"
"64505","Талицы (Пушкинский р-н)","Москва"
"64831","Вырубово (Ленинский р-н)","Москва"
"64891","Молоди (Чеховский р-н)","Москва"
"64893","Коммунарка (Ленинский р-н)","Москва"
"64899","Покров (Подольский р-н)","Москва"
"64905","Барвиха (Одинцовский р-н)","Москва"
"64925","Куркино","Москва"
"65105","Марусино (Люберецкий р-н)","Москва"
"65193","Щапово (Подольский р-н)","Москва"
"65385","Кокошкино (Наро-Фоминский р-н)","Москва"
"65387","Дорохово (Рузский р-н)","Москва"
"65389","Ильинский Погост (Орехово-Зуевский р-н)","Москва"
"65391","Малая Дубна (Орехово-Зуевский р-н)","Москва"
"65393","Непецино (Коломенский р-н)","Москва"
"65395","Спас-Заулок (Клинский р-н)","Москва"
"65397","Шатурторф (Шатурский р-н)","Москва"
"65401","Пироговский (Мытищинский р-н)","Москва"
"65403","Киевский (Наро-Фоминский р-н)","Москва"
"65405","Большие Дворы (Павлово-Посадский р-н)","Москва"
"65407","Ашукино (Пушкинский р-н)","Москва"
"65409","Кратово (Раменский р-н)","Москва"
"65411","Пересвет (Сергиево-Посадский р-н)","Москва"
"65415","Оболенск (Серпуховский р-н)","Москва"
"65417","Андреевка (Солнечногорский р-н)","Москва"
"65419","Вербилки (Талдомский р-н)","Москва"
"65421","Столбовая (Чеховский р-н)","Москва"
"65423","Загорянский (Щелковский р-н)","Москва"
"65493","Чупряково (Одинцовский р-н)","Москва"
